"Id","SourceLinkResult","CompilerFlagsResult","SourceUrlRepoInfo","RepositoryMetadata","LowerId","Created","TotalDownloads","LowerId1","Owners","LowerId2","Identity","Id1","Version","CatalogCommitTimestamp","ResultType","DeterministicResult","IsSignedByAuthor","LowerId3","Identity1","Id2","Version1","CatalogCommitTimestamp1","Created1","ResultType1","Path","Extension","HasCompilerFlags","HasSourceLink","HasDebugInfo","CompilerFlags","PdbType","LowerId4","Identity2","Id3","Version2","CatalogCommitTimestamp2","Created2","ResultType2","Size","OriginalId","OriginalVersion","MinClientVersion","DevelopmentDependency","IsServiceable","Authors","Copyright","Description","Icon","IconUrl","Language","LicenseUrl","Owners1","ProjectUrl","Readme","ReleaseNotes","RequireLicenseAcceptance","Summary","Tags","Title","PackageTypes","LicenseMetadata","ReferenceGroups","ContentFiles","DependencyGroups","FrameworkAssemblyGroups","FrameworkRefGroups","ContentFilesHasFormatException","DependencyGroupsHasMissingId","SplitTags"
"Newtonsoft.Json","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""JamesNK"",""Repo"":""Newtonsoft.Json"",""Ref"":""0a2e291c0d9c0c7675d445703e51750363a549ef""},""FileCount"":233,""Example"":""https://raw.githubusercontent.com/JamesNK/Newtonsoft.Json/0a2e291c0d9c0c7675d445703e51750363a549ef/Src/Newtonsoft.Json/Bson/BsonBinaryType.cs""}]","{""Type"":""git"",""Url"":""https://github.com/JamesNK/Newtonsoft.Json"",""Branch"":"""",""Commit"":""0a2e291c0d9c0c7675d445703e51750363a549ef""}","newtonsoft.json","2023-03-08T07:42:54.647Z","3005868662","newtonsoft.json","[""dotnetfoundation"",""jamesnk"",""newtonsoft""]","newtonsoft.json","newtonsoft.json/13.0.3","Newtonsoft.Json","13.0.3","2023-03-08T07:46:17.2134686Z","Available","Valid","true","newtonsoft.json","newtonsoft.json/13.0.3","Newtonsoft.Json","13.0.3","2023-03-08T07:46:17.2134686Z","2023-03-08T07:42:54.647Z","Available","lib\net20\Newtonsoft.Json.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.5.0-6.23109.5+6a5a63bbc9f4449d9bd1e95a8f9624939c3ccdc3"",""language"":""C#"",""source-file-count"":""234"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""4.8.9139.0"",""language-version"":""9.0"",""nullable"":""Enable"",""define"":""NET20,HAVE_ADO_NET,HAVE_APP_DOMAIN,HAVE_BINARY_FORMATTER,HAVE_BINARY_SERIALIZATION,HAVE_BINARY_EXCEPTION_SERIALIZATION,HAVE_CAS,HAVE_CHAR_TO_LOWER_WITH_CULTURE,HAVE_CHAR_TO_STRING_WITH_CULTURE,HAVE_COM_ATTRIBUTES,HAVE_COMPONENT_MODEL,HAVE_DB_NULL_TYPE_CODE,HAVE_EMPTY_TYPES,HAVE_FAST_REVERSE,HAVE_FULL_REFLECTION,HAVE_ICLONEABLE,HAVE_ICONVERTIBLE,HAVE_MEMORY_BARRIER,HAVE_NON_SERIALIZED_ATTRIBUTE,HAVE_REFLECTION_EMIT,HAVE_STREAM_READER_WRITER_CLOSE,HAVE_TRACE_WRITER,HAVE_TYPE_DESCRIPTOR,HAVE_UNICODE_SURROGATE_DETECTION,HAVE_XML_DOCUMENT,HAVE_XML_DOCUMENT_TYPE,SIGNED,RELEASE,NETFRAMEWORK,NET20,NET20_OR_GREATER""}","Portable","newtonsoft.json","newtonsoft.json/13.0.3","Newtonsoft.Json","13.0.3","2023-03-08T07:46:17.2134686Z","2023-03-08T07:42:54.647Z","Available","2410","Newtonsoft.Json","13.0.3","2.12.0","false","false","James Newton-King","Copyright © James Newton-King 2008","Json.NET is a popular high-performance JSON framework for .NET","packageIcon.png","https://www.newtonsoft.com/content/images/nugeticon.png","","https://licenses.nuget.org/MIT","","https://www.newtonsoft.com/json","README.md","","false","","json","Json.NET","[]","{""Type"":""Expression"",""License"":""MIT"",""Version"":""1.0.0"",""LicenseUrl"":""https://licenses.nuget.org/MIT""}","[]","[]","[{""TargetFramework"":""net20"",""Packages"":[]},{""TargetFramework"":""net35"",""Packages"":[]},{""TargetFramework"":""net40"",""Packages"":[]},{""TargetFramework"":""net45"",""Packages"":[]},{""TargetFramework"":""netstandard1.0"",""Packages"":[{""Id"":""Microsoft.CSharp"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.3.0, )""},{""Id"":""NETStandard.Library"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[1.6.1, )""},{""Id"":""System.ComponentModel.TypeConverter"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.3.0, )""},{""Id"":""System.Runtime.Serialization.Primitives"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.3.0, )""}]},{""TargetFramework"":""netstandard1.3"",""Packages"":[{""Id"":""Microsoft.CSharp"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.3.0, )""},{""Id"":""NETStandard.Library"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[1.6.1, )""},{""Id"":""System.ComponentModel.TypeConverter"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.3.0, )""},{""Id"":""System.Runtime.Serialization.Formatters"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.3.0, )""},{""Id"":""System.Runtime.Serialization.Primitives"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.3.0, )""},{""Id"":""System.Xml.XmlDocument"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.3.0, )""}]},{""TargetFramework"":""net6.0"",""Packages"":[]},{""TargetFramework"":""netstandard2.0"",""Packages"":[]}]","[]","[]","false","false","[""json""]"
"Serilog","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""serilog"",""Repo"":""serilog"",""Ref"":""883e20895c83a3a3a1eeac9356d9056c06371bf5""},""FileCount"":98,""Example"":""https://raw.githubusercontent.com/serilog/serilog/883e20895c83a3a3a1eeac9356d9056c06371bf5/src/Serilog/Capturing/DepthLimiter.cs""}]","{""Type"":""git"",""Url"":""https://github.com/serilog/serilog.git"",""Branch"":"""",""Commit"":""883e20895c83a3a3a1eeac9356d9056c06371bf5""}","serilog","2023-03-30T21:35:13.817Z","714610447","serilog","[""serilog""]","serilog","serilog/3.0.0-dev-01958","Serilog","3.0.0-dev-01958","2023-03-30T21:37:30.2404039Z","Available","Valid","false","serilog","serilog/3.0.0-dev-01958","Serilog","3.0.0-dev-01958","2023-03-30T21:37:30.2404039Z","2023-03-30T21:35:13.817Z","Available","lib\net6.0\Serilog.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.5.0-3.23070.7+5964d1a8e82d7a6e27b3b31bc1d6e44d0a2127b4"",""language"":""C#"",""source-file-count"":""110"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.3+0a2bda10e81d901396c3cff95533529e3a93ad47"",""language-version"":""11.0"",""define"":""TRACE,FEATURE_DEFAULT_INTERFACE,FEATURE_SPAN,FEATURE_ITUPLE,FEATURE_DATE_AND_TIME_ONLY,FEATURE_ASYNCDISPOSABLE,FEATURE_WRITE_STRINGBUILDER,FEATURE_TOHEXSTRING,FEATURE_DICTIONARYTRYADD,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""nullable"":""Enable""}","Portable","serilog","serilog/3.0.0-dev-01958","Serilog","3.0.0-dev-01958","2023-03-30T21:37:30.2404039Z","2023-03-30T21:35:13.817Z","Available","1700","Serilog","3.0.0-dev-01958","","false","false","Serilog Contributors","","Simple .NET logging with fully-structured events","icon.png","","","https://licenses.nuget.org/Apache-2.0","","https://serilog.net/","","","false","","serilog logging semantic structured","","[]","{""Type"":""Expression"",""License"":""Apache-2.0"",""Version"":""1.0.0"",""LicenseUrl"":""https://licenses.nuget.org/Apache-2.0""}","[]","[]","[{""TargetFramework"":""net462"",""Packages"":[{""Id"":""System.ValueTuple"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.5.0, )""}]},{""TargetFramework"":""net471"",""Packages"":[{""Id"":""System.ValueTuple"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.5.0, )""}]},{""TargetFramework"":""net5.0"",""Packages"":[]},{""TargetFramework"":""net6.0"",""Packages"":[]},{""TargetFramework"":""net7.0"",""Packages"":[]},{""TargetFramework"":""netstandard2.0"",""Packages"":[]},{""TargetFramework"":""netstandard2.1"",""Packages"":[]}]","[{""TargetFramework"":""net462"",""Items"":[""Microsoft.CSharp"",""System"",""System.Core""]},{""TargetFramework"":""net471"",""Items"":[""Microsoft.CSharp"",""System"",""System.Core""]}]","[]","false","false","[""serilog"",""logging"",""semantic"",""structured""]"
"Castle.Core","NoSymbols","Missing","[]","{""Type"":""git"",""Url"":""https://github.com/castleproject/Core"",""Branch"":"""",""Commit"":""""}","castle.core","2022-12-30T09:22:02.32Z","548225436","castle.core","[""castleproject"",""jonorossi""]","castle.core","castle.core/5.1.1","Castle.Core","5.1.1","2022-12-30T09:24:25.0937853Z","Available","NonDeterministic","false","castle.core","castle.core/5.1.1","Castle.Core","5.1.1","2022-12-30T09:24:25.0937853Z","2022-12-30T09:22:02.32Z","Available","lib\net462\Castle.Core.dll",".dll","false","false","false","{}","Portable","castle.core","castle.core/5.1.1","Castle.Core","5.1.1","2022-12-30T09:24:25.0937853Z","2022-12-30T09:22:02.32Z","Available","1763","Castle.Core","5.1.1","","false","false","Castle Project Contributors","Copyright (c) 2004-2022 Castle Project - http://www.castleproject.org/","Castle Core, including DynamicProxy, Logging Abstractions and DictionaryAdapter","castle-logo.png","http://www.castleproject.org/img/castle-logo.png","","https://licenses.nuget.org/Apache-2.0","","http://www.castleproject.org/","","","false","","castle dynamicproxy dynamic proxy dynamicproxy2 dictionaryadapter emailsender","","[]","{""Type"":""Expression"",""License"":""Apache-2.0"",""Version"":""1.0.0"",""LicenseUrl"":""https://licenses.nuget.org/Apache-2.0""}","[]","[]","[{""TargetFramework"":""net462"",""Packages"":[]},{""TargetFramework"":""net6.0"",""Packages"":[{""Id"":""System.Diagnostics.EventLog"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[6.0.0, )""}]},{""TargetFramework"":""netstandard2.0"",""Packages"":[{""Id"":""System.Diagnostics.EventLog"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.7.0, )""},{""Id"":""System.Reflection.Emit"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.7.0, )""}]},{""TargetFramework"":""netstandard2.1"",""Packages"":[{""Id"":""System.Diagnostics.EventLog"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.7.0, )""}]}]","[{""TargetFramework"":""net462"",""Items"":[""System.Configuration""]}]","[]","false","false","[""castle"",""dynamicproxy"",""dynamic"",""proxy"",""dynamicproxy2"",""dictionaryadapter"",""emailsender""]"
"AWSSDK.Core","NoSourceLink","Missing","[]","","awssdk.core","2023-03-30T20:55:44.673Z","442429010","awssdk.core","[""awsdotnet""]","awssdk.core","awssdk.core/3.7.106.9","AWSSDK.Core","3.7.106.9","2023-03-30T20:58:10.662592Z","Available","NonDeterministic","false","awssdk.core","awssdk.core/3.7.106.9","AWSSDK.Core","3.7.106.9","2023-03-30T20:58:10.662592Z","2023-03-30T20:55:44.673Z","Available","lib\netstandard2.0\AWSSDK.Core.dll",".dll","false","false","true","{}","Portable","awssdk.core","awssdk.core/3.7.106.9","AWSSDK.Core","3.7.106.9","2023-03-30T20:58:10.662592Z","2023-03-30T20:55:44.673Z","Available","1126","AWSSDK.Core","3.7.106.9","","false","false","Amazon Web Services","","The Amazon Web Services SDK for .NET - Core Runtime","","https://sdk-for-net.amazonwebservices.com/images/AWSLogo128x128.png","en-US","http://aws.amazon.com/apache2.0/","Amazon Web Services","https://github.com/aws/aws-sdk-net/","","","false","","AWS Amazon cloud aws-sdk-v3","AWSSDK - Core Runtime","[]","","[]","[]","[{""TargetFramework"":""net35"",""Packages"":[]},{""TargetFramework"":""net45"",""Packages"":[]},{""TargetFramework"":""netstandard2.0"",""Packages"":[{""Id"":""Microsoft.Bcl.AsyncInterfaces"",""Include"":[],""Exclude"":[],""VersionRange"":""[1.1.0, )""}]},{""TargetFramework"":""netcoreapp3.1"",""Packages"":[]}]","[]","[]","false","false","[""AWS"",""Amazon"",""cloud"",""aws-sdk-v3""]"
"Newtonsoft.Json.Bson","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""JamesNK"",""Repo"":""Newtonsoft.Json.Bson"",""Ref"":""9709940da46319b7790d31a224c60f6de2beb965""},""FileCount"":27,""Example"":""https://raw.githubusercontent.com/JamesNK/Newtonsoft.Json.Bson/9709940da46319b7790d31a224c60f6de2beb965/Src/Newtonsoft.Json.Bson/AsyncBinaryReader.cs""}]","{""Type"":""git"",""Url"":""https://github.com/JamesNK/Newtonsoft.Json.Bson"",""Branch"":"""",""Commit"":""9709940da46319b7790d31a224c60f6de2beb965""}","newtonsoft.json.bson","2022-06-29T12:35:24.91Z","426394563","newtonsoft.json.bson","[""dotnetfoundation"",""jamesnk"",""newtonsoft""]","newtonsoft.json.bson","newtonsoft.json.bson/1.0.3-beta1","Newtonsoft.Json.Bson","1.0.3-beta1","2022-06-29T12:37:43.2926501Z","Available","Valid","true","newtonsoft.json.bson","newtonsoft.json.bson/1.0.3-beta1","Newtonsoft.Json.Bson","1.0.3-beta1","2022-06-29T12:37:43.2926501Z","2022-06-29T12:35:24.91Z","Available","lib\netstandard1.3\Newtonsoft.Json.Bson.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.2.0-4.22281.5+8d3180e5f00d42f0f0295165f756f368f0cbfa44"",""language"":""C#"",""source-file-count"":""29"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""4.8.4515.0"",""language-version"":""7.3"",""define"":""NETSTANDARD1_3,PORTABLE,HAVE_ASYNC,HAVE_BIG_INTEGER,HAVE_DATE_TIME_OFFSET,HAVE_TIME_ZONE_INFO,SIGNED,RELEASE,NETSTANDARD,NETSTANDARD1_3,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER""}","Portable","newtonsoft.json.bson","newtonsoft.json.bson/1.0.3-beta1","Newtonsoft.Json.Bson","1.0.3-beta1","2022-06-29T12:37:43.2926501Z","2022-06-29T12:35:24.91Z","Available","1477","Newtonsoft.Json.Bson","1.0.3-beta1","2.12.0","false","false","James Newton-King","Copyright © James Newton-King 2017","Json.NET BSON adds support for reading and writing BSON","packageIcon.png","https://www.newtonsoft.com/content/images/nugeticon.png","","https://licenses.nuget.org/MIT","","http://www.newtonsoft.com/json","","","false","","bson","","[]","{""Type"":""Expression"",""License"":""MIT"",""Version"":""1.0.0"",""LicenseUrl"":""https://licenses.nuget.org/MIT""}","[]","[]","[{""TargetFramework"":""net45"",""Packages"":[{""Id"":""Newtonsoft.Json"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[13.0.1, )""}]},{""TargetFramework"":""netstandard1.3"",""Packages"":[{""Id"":""NETStandard.Library"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[1.6.1, )""},{""Id"":""Newtonsoft.Json"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[13.0.1, )""}]},{""TargetFramework"":""netstandard2.0"",""Packages"":[{""Id"":""Newtonsoft.Json"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[13.0.1, )""}]}]","[]","[]","false","false","[""bson""]"
"Moq","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""moq"",""Repo"":""moq4"",""Ref"":""042a2ebbeca20b6b718efb45af29a0dc2edb4ab6""},""FileCount"":158,""Example"":""https://raw.githubusercontent.com/moq/moq4/042a2ebbeca20b6b718efb45af29a0dc2edb4ab6/src/Moq/ActionObserver.cs""}]","{""Type"":""git"",""Url"":""https://github.com/moq/moq4"",""Branch"":"""",""Commit"":""042a2ebbeca20b6b718efb45af29a0dc2edb4ab6""}","moq","2022-12-30T11:22:01.4Z","415144013","moq","[""clarius"",""kzu""]","moq","moq/4.18.4","Moq","4.18.4","2022-12-30T11:24:03.6305677Z","Available","NonDeterministic","false","moq","moq/4.18.4","Moq","4.18.4","2022-12-30T11:24:03.6305677Z","2022-12-30T11:22:01.4Z","Available","lib\netstandard2.0\Moq.dll",".dll","true","true","true","{""compiler-version"":""4.4.0-3.22518.13+7856a68c109b22de70e07580018fec601e944f46"",""language"":""C#"",""optimization"":""release-debug-plus"",""runtime-version"":""4.8.4110.0"",""language-version"":""9.0"",""define"":""TYPENAMEFORMATTER_INTERNAL,TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""version"":""2"",""source-file-count"":""158"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Embedded","moq","moq/4.18.4","Moq","4.18.4","2022-12-30T11:24:03.6305677Z","2022-12-30T11:22:01.4Z","Available","1766","Moq","4.18.4","","false","false","Daniel Cazzulino, kzu","","Moq is the most popular and friendly mocking framework for .NET.

Built from https://github.com/moq/moq4/tree/042a2ebbe","moq.png","","","https://raw.githubusercontent.com/moq/moq4/main/License.txt","","https://github.com/moq/moq4","","A changelog is available at https://github.com/moq/moq4/blob/main/CHANGELOG.md.","false","","moq tdd mocking mocks unittesting agile unittest","Moq: an enjoyable mocking library","[]","","[]","[]","[{""TargetFramework"":""net462"",""Packages"":[{""Id"":""Castle.Core"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[5.1.1, )""},{""Id"":""System.Threading.Tasks.Extensions"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.5.4, )""}]},{""TargetFramework"":""net6.0"",""Packages"":[{""Id"":""Castle.Core"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[5.1.1, )""}]},{""TargetFramework"":""netstandard2.0"",""Packages"":[{""Id"":""Castle.Core"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[5.1.1, )""},{""Id"":""System.Threading.Tasks.Extensions"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.5.4, )""}]},{""TargetFramework"":""netstandard2.1"",""Packages"":[{""Id"":""Castle.Core"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[5.1.1, )""}]}]","[]","[]","false","false","[""moq"",""tdd"",""mocking"",""mocks"",""unittesting"",""agile"",""unittest""]"
"AutoMapper","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""AutoMapper"",""Repo"":""AutoMapper"",""Ref"":""8d027f698af8710649ade16ef8a3487327602b49""},""FileCount"":77,""Example"":""https://raw.githubusercontent.com/AutoMapper/AutoMapper/8d027f698af8710649ade16ef8a3487327602b49/src/AutoMapper/AssemblyInfo.cs""}]","{""Type"":""git"",""Url"":""https://github.com/AutoMapper/AutoMapper"",""Branch"":"""",""Commit"":""8d027f698af8710649ade16ef8a3487327602b49""}","automapper","2023-01-16T15:44:23.04Z","395242171","automapper","[""jbogard""]","automapper","automapper/12.0.1","AutoMapper","12.0.1","2023-01-16T15:46:52.8017672Z","Available","Valid","false","automapper","automapper/12.0.1","AutoMapper","12.0.1","2023-01-16T15:46:52.8017672Z","2023-01-16T15:44:23.04Z","Available","lib\netstandard2.1\AutoMapper.dll",".dll","true","true","true","{""compiler-version"":""4.4.0-6.22565.8+53091686b435746d62a5df56abfab0e71203d83a"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""7.0.1+97203d38ba734d76d39984c5206f2747f792fa89"",""language-version"":""11.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_1,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER,NETSTANDARD2_1_OR_GREATER"",""version"":""2"",""source-file-count"":""80"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable","automapper","automapper/12.0.1","AutoMapper","12.0.1","2023-01-16T15:46:52.8017672Z","2023-01-16T15:44:23.04Z","Available","864","AutoMapper","12.0.1","","false","false","Jimmy Bogard","","A convention-based object-object mapper.","icon.png","","","https://licenses.nuget.org/MIT","","https://automapper.org/","README.md","","false","","","","[]","{""Type"":""Expression"",""License"":""MIT"",""Version"":""1.0.0"",""LicenseUrl"":""https://licenses.nuget.org/MIT""}","[]","[]","[{""TargetFramework"":""netstandard2.1"",""Packages"":[{""Id"":""Microsoft.CSharp"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[4.7.0, )""}]}]","[]","[]","false","false","[]"
"Swashbuckle.AspNetCore.Swagger","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""domaindrivendev"",""Repo"":""Swashbuckle.AspNetCore"",""Ref"":""8f363f7359cb1cb8fa5de5195ec6d97aefaa16b3""},""FileCount"":6,""Example"":""https://raw.githubusercontent.com/domaindrivendev/Swashbuckle.AspNetCore/8f363f7359cb1cb8fa5de5195ec6d97aefaa16b3/src/Swashbuckle.AspNetCore.Swagger/DependencyInjection/SwaggerBuilderExtensions.cs""}]","{""Type"":""git"",""Url"":""https://github.com/domaindrivendev/Swashbuckle.AspNetCore.git"",""Branch"":"""",""Commit"":""8f363f7359cb1cb8fa5de5195ec6d97aefaa16b3""}","swashbuckle.aspnetcore.swagger","2023-01-11T06:50:40.177Z","381541493","swashbuckle.aspnetcore.swagger","[""domaindrivendev""]","swashbuckle.aspnetcore.swagger","swashbuckle.aspnetcore.swagger/6.5.0","Swashbuckle.AspNetCore.Swagger","6.5.0","2023-01-11T06:53:04.9921796Z","Available","NonDeterministic","false","swashbuckle.aspnetcore.swagger","swashbuckle.aspnetcore.swagger/6.5.0","Swashbuckle.AspNetCore.Swagger","6.5.0","2023-01-11T06:53:04.9921796Z","2023-01-11T06:50:40.177Z","Available","lib\netstandard2.0\Swashbuckle.AspNetCore.Swagger.dll",".dll","true","true","true","{""compiler-version"":""4.4.0-4.22520.11+9e075f038a19d493244bc18997fc52a6c6eefa72"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""7.0.0+d099f075e45d2aa6007a22b71b45a08758559f80"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""version"":""2"",""source-file-count"":""8"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable","swashbuckle.aspnetcore.swagger","swashbuckle.aspnetcore.swagger/6.5.0","Swashbuckle.AspNetCore.Swagger","6.5.0","2023-01-11T06:53:04.9921796Z","2023-01-11T06:50:40.177Z","Available","2295","Swashbuckle.AspNetCore.Swagger","6.5.0","","false","false","Swashbuckle.AspNetCore.Swagger","","Middleware to expose Swagger JSON endpoints from APIs built on ASP.NET Core","","","","https://licenses.nuget.org/MIT","","https://github.com/domaindrivendev/Swashbuckle.AspNetCore","","","false","","swagger documentation discovery help webapi aspnet aspnetcore","","[]","{""Type"":""Expression"",""License"":""MIT"",""Version"":""1.0.0"",""LicenseUrl"":""https://licenses.nuget.org/MIT""}","[]","[]","[{""TargetFramework"":""netcoreapp3.0"",""Packages"":[{""Id"":""Microsoft.OpenApi"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[1.2.3, )""}]},{""TargetFramework"":""net5.0"",""Packages"":[{""Id"":""Microsoft.OpenApi"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[1.2.3, )""}]},{""TargetFramework"":""net6.0"",""Packages"":[{""Id"":""Microsoft.OpenApi"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[1.2.3, )""}]},{""TargetFramework"":""net7.0"",""Packages"":[{""Id"":""Microsoft.OpenApi"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[1.2.3, )""}]},{""TargetFramework"":""netstandard2.0"",""Packages"":[{""Id"":""Microsoft.AspNetCore.Routing"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[2.1.0, )""},{""Id"":""Microsoft.OpenApi"",""Include"":[],""Exclude"":[""Analyzers"",""Build""],""VersionRange"":""[1.2.3, )""}]}]","[]","[{""TargetFramework"":""netcoreapp3.0"",""FrameworkReferences"":[{""Name"":""Microsoft.AspNetCore.App""}]},{""TargetFramework"":""net5.0"",""FrameworkReferences"":[{""Name"":""Microsoft.AspNetCore.App""}]},{""TargetFramework"":""net6.0"",""FrameworkReferences"":[{""Name"":""Microsoft.AspNetCore.App""}]},{""TargetFramework"":""net7.0"",""FrameworkReferences"":[{""Name"":""Microsoft.AspNetCore.App""}]},{""TargetFramework"":""netstandard2.0"",""FrameworkReferences"":[]}]","false","false","[""swagger"",""documentation"",""discovery"",""help"",""webapi"",""aspnet"",""aspnetcore""]"
