"Id","SourceLinkResult","CompilerFlagsResult","SourceUrlRepoInfo","LowerId","Created","TotalDownloads","LowerId1","Owners","LowerId2","Identity","Id1","Version","CatalogCommitTimestamp","ResultType","DeterministicResult","IsSignedByAuthor","LowerId3","Identity1","Id2","Version1","CatalogCommitTimestamp1","Created1","ResultType1","Path","Extension","HasCompilerFlags","HasSourceLink","HasDebugInfo","CompilerFlags","PdbType"
"CommandLineParser","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""commandlineparser"",""Repo"":""commandline"",""Ref"":""4a7e6ccd118d9a23eef9c12ce05137e5e07676f6""},""FileCount"":70,""Example"":""https://raw.githubusercontent.com/commandlineparser/commandline/4a7e6ccd118d9a23eef9c12ce05137e5e07676f6/src/CommandLine/BaseAttribute.cs""}]","commandlineparser","2022-05-17T20:56:05.3Z","73883221","commandlineparser","[""commandlineparser"",""ericnewton76""]","commandlineparser","commandlineparser/2.9.2-ci-210","CommandLineParser","2.9.2-ci-210","2022-05-17T21:46:26.6476926Z","Available","NonDeterministic","false","commandlineparser","commandlineparser/2.9.2-ci-210","CommandLineParser","2.9.2-ci-210","2022-05-17T21:46:26.6476926Z","2022-05-17T20:56:05.3Z","Available","lib\net40\CommandLine.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""3.11.0-4.22157.17+55ad582d016a849c2badcbee7fdba4346c4eb41b"",""language"":""C#"",""source-file-count"":""70"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""5.0.16+101667696659492d5cfbc662ffb05f54eb4dbc48"",""language-version"":""8.0"",""define"":""NETFRAMEWORK,TRACE,CSX_EITHER_INTERNAL,CSX_REM_EITHER_BEYOND_2,CSX_ENUM_INTERNAL,ERRH_INTERNAL,CSX_MAYBE_INTERNAL,CSX_REM_EITHER_FUNC,CSX_REM_CRYPTORAND,ERRH_ADD_MAYBE_METHODS,SKIP_FSHARP,RELEASE,NETFRAMEWORK,NET40,NET20_OR_GREATER,NET30_OR_GREATER,NET35_OR_GREATER,NET40_OR_GREATER""}","Portable"
"NLog.Extensions.Logging","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""NLog"",""Repo"":""NLog.Extensions.Logging"",""Ref"":""46f9d9dc8480e2bebed32e768c85933335bde864""},""FileCount"":20,""Example"":""https://raw.githubusercontent.com/NLog/NLog.Extensions.Logging/46f9d9dc8480e2bebed32e768c85933335bde864/src/NLog.Extensions.Logging/Config/NLogLoggingConfiguration.cs""}]","nlog.extensions.logging","2023-02-17T18:17:55.547Z","73656766","nlog.extensions.logging","[""304NotModified"",""NLogLogging""]","nlog.extensions.logging","nlog.extensions.logging/5.2.2","NLog.Extensions.Logging","5.2.2","2023-02-17T18:20:14.4000609Z","Available","Valid","false","nlog.extensions.logging","nlog.extensions.logging/5.2.2","NLog.Extensions.Logging","5.2.2","2023-02-17T18:20:14.4000609Z","2023-02-17T18:17:55.547Z","Available","lib\netstandard2.1\NLog.Extensions.Logging.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.4.0-3.22518.13+7856a68c109b22de70e07580018fec601e944f46"",""language"":""C#"",""source-file-count"":""22"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""4.8.4110.0"",""language-version"":""11.0"",""define"":""TRACE,NETSTANDARD,RELEASE,NETSTANDARD,NETSTANDARD2_1,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER,NETSTANDARD2_1_OR_GREATER""}","Portable"
"prometheus-net","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""prometheus-net"",""Repo"":""prometheus-net"",""Ref"":""a055f5bdfccd7bc298bc1f726c481f1f4c36b54c""},""FileCount"":107,""Example"":""https://raw.githubusercontent.com/prometheus-net/prometheus-net/a055f5bdfccd7bc298bc1f726c481f1f4c36b54c/Prometheus/AutoLeasingCounter.cs""}]","prometheus-net","2023-02-17T06:00:38.98Z","72443671","prometheus-net","[""sandersaares""]","prometheus-net","prometheus-net/8.0.0","prometheus-net","8.0.0","2023-02-17T06:02:55.8788915Z","Available","Valid","false","prometheus-net","prometheus-net/8.0.0","prometheus-net","8.0.0","2023-02-17T06:02:55.8788915Z","2023-02-17T06:00:38.98Z","Available","lib\net462\Prometheus.NetStandard.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.4.0-6.22580.4+d7a61210a88b584ca0827585ec6e871c6b1c5a14"",""language"":""C#"",""source-file-count"":""109"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.2+d037e070ebe5c83838443f869d5800752b0fcb13"",""language-version"":""preview"",""define"":""TRACE,RELEASE,NETFRAMEWORK,NET462,NET20_OR_GREATER,NET30_OR_GREATER,NET35_OR_GREATER,NET40_OR_GREATER,NET45_OR_GREATER,NET451_OR_GREATER,NET452_OR_GREATER,NET46_OR_GREATER,NET461_OR_GREATER,NET462_OR_GREATER"",""nullable"":""Enable"",""checked"":""True""}","Portable"
"SQLitePCLRaw.bundle_e_sqlite3","NoSymbols","Missing","[]","sqlitepclraw.bundle_e_sqlite3","2023-01-10T20:24:30.297Z","72202884","sqlitepclraw.bundle_e_sqlite3","[""ericsink"",""SQLitePCLRaw""]","sqlitepclraw.bundle_e_sqlite3","sqlitepclraw.bundle_e_sqlite3/2.1.4","SQLitePCLRaw.bundle_e_sqlite3","2.1.4","2023-01-10T20:27:00.498599Z","Available","NonDeterministic","false","sqlitepclraw.bundle_e_sqlite3","sqlitepclraw.bundle_e_sqlite3/2.1.4","SQLitePCLRaw.bundle_e_sqlite3","2.1.4","2023-01-10T20:27:00.498599Z","2023-01-10T20:24:30.297Z","Available","lib\net6.0-ios14.2\SQLitePCLRaw.batteries_v2.dll",".dll","false","false","false","{}","Portable"
"Grpc.Net.Common","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""grpc"",""Repo"":""grpc-dotnet"",""Ref"":""42008008599fd671c1175bdaddf165fbac23d357""},""FileCount"":5,""Example"":""https://raw.githubusercontent.com/grpc/grpc-dotnet/42008008599fd671c1175bdaddf165fbac23d357/src/Grpc.Net.Common/AsyncStreamReaderExtensions.cs""}]","grpc.net.common","2023-03-15T09:56:39.94Z","71965895","grpc.net.common","[""grpc-packages""]","grpc.net.common","grpc.net.common/2.52.0","Grpc.Net.Common","2.52.0","2023-03-15T09:59:21.3318238Z","Available","Valid","true","grpc.net.common","grpc.net.common/2.52.0","Grpc.Net.Common","2.52.0","2023-03-15T09:59:21.3318238Z","2023-03-15T09:56:39.94Z","Available","lib\net6.0\Grpc.Net.Common.dll",".dll","true","true","true","{""compiler-version"":""4.5.0-3.23070.7+5964d1a8e82d7a6e27b3b31bc1d6e44d0a2127b4"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""7.0.3+0a2bda10e81d901396c3cff95533529e3a93ad47"",""language-version"":""11.0"",""define"":""TRACE,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""version"":""2"",""source-file-count"":""8"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Portable"
"Scrutor","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""khellang"",""Repo"":""Scrutor"",""Ref"":""4819548cd34ace961255695bce0b23710094e7d3""},""FileCount"":36,""Example"":""https://raw.githubusercontent.com/khellang/Scrutor/4819548cd34ace961255695bce0b23710094e7d3/src/Scrutor/AttributeSelector.cs""}]","scrutor","2023-02-08T13:28:57.337Z","70866188","scrutor","[""khellang""]","scrutor","scrutor/4.2.1","Scrutor","4.2.1","2023-02-08T13:31:10.1126849Z","Available","NonDeterministic","false","scrutor","scrutor/4.2.1","Scrutor","4.2.1","2023-02-08T13:31:10.1126849Z","2023-02-08T13:28:57.337Z","Available","lib\netcoreapp3.1\Scrutor.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.4.0-6.22580.4+d7a61210a88b584ca0827585ec6e871c6b1c5a14"",""language"":""C#"",""source-file-count"":""38"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.2+d037e070ebe5c83838443f869d5800752b0fcb13"",""language-version"":""11.0"",""define"":""TRACE,RELEASE,NETCOREAPP,NETCOREAPP3_1,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""nullable"":""Enable""}","Portable"
"Selenium.WebDriver","NoSymbols","Missing","[]","selenium.webdriver","2023-02-17T22:29:18.943Z","70782914","selenium.webdriver","[""selenium""]","selenium.webdriver","selenium.webdriver/4.8.1","Selenium.WebDriver","4.8.1","2023-02-17T22:31:49.9926404Z","Available","NonDeterministic","false","selenium.webdriver","selenium.webdriver/4.8.1","Selenium.WebDriver","4.8.1","2023-02-17T22:31:49.9926404Z","2023-02-17T22:29:18.943Z","Available","lib\net5.0\WebDriver.dll",".dll","false","false","false","{}","Portable"
"Serilog.Enrichers.Environment","NoSymbols","Missing","[]","serilog.enrichers.environment","2023-02-03T19:52:17.19Z","70618174","serilog.enrichers.environment","[""serilog""]","serilog.enrichers.environment","serilog.enrichers.environment/2.3.0-dev-00792","Serilog.Enrichers.Environment","2.3.0-dev-00792","2023-02-03T19:54:50.9975888Z","Available","NonDeterministic","false","serilog.enrichers.environment","serilog.enrichers.environment/2.3.0-dev-00792","Serilog.Enrichers.Environment","2.3.0-dev-00792","2023-02-03T19:54:50.9975888Z","2023-02-03T19:52:17.19Z","Available","lib\netstandard2.0\Serilog.Enrichers.Environment.dll",".dll","false","false","false","{}","Portable"
"MessagePack","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""neuecc"",""Repo"":""MessagePack-CSharp"",""Ref"":""cb0ad5dd955cb9b14ca63019938a6aada43ce822""},""FileCount"":101,""Example"":""https://raw.githubusercontent.com/neuecc/MessagePack-CSharp/cb0ad5dd955cb9b14ca63019938a6aada43ce822/src/MessagePack/Formatters/ForceSizePrimitiveFormatter.cs""}]","messagepack","2023-03-16T14:38:31.483Z","70339049","messagepack","[""aarnott"",""neuecc""]","messagepack","messagepack/2.5.108","MessagePack","2.5.108","2023-03-16T14:40:52.5342932Z","Available","NonDeterministic","false","messagepack","messagepack/2.5.108","MessagePack","2.5.108","2023-03-16T14:40:52.5342932Z","2023-03-16T14:38:31.483Z","Available","lib\netstandard2.0\MessagePack.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.4.0-6.22565.8+53091686b435746d62a5df56abfab0e71203d83a"",""language"":""C#"",""source-file-count"":""115"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.4+0a396acafe9a7d46bce11f4338dbb3dd0d99b1b4"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""nullable"":""Enable"",""unsafe"":""True"",""checked"":""True""}","Portable"
"NEST","NoSourceLink","Valid","[]","nest","2022-10-19T13:46:38.84Z","69830383","nest","[""elastic"",""elasticsearch"",""forloop"",""Mpdreamz"",""stevejgordon""]","nest","nest/7.17.5","NEST","7.17.5","2022-10-19T13:49:16.2525725Z","Available","NonDeterministic","false","nest","nest/7.17.5","NEST","7.17.5","2022-10-19T13:49:16.2525725Z","2022-10-19T13:46:38.84Z","Available","lib\netstandard2.0\Nest.dll",".dll","true","false","true","{""compiler-version"":""3.11.0-4.22157.17+55ad582d016a849c2badcbee7fdba4346c4eb41b"",""language"":""C#"",""optimization"":""release-debug-plus"",""runtime-version"":""5.0.17+6a984143635bde23e728abaaccbde52f5ea8fa3e"",""language-version"":""9.0"",""define"":""DOTNETCORE,TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""version"":""2"",""source-file-count"":""2044"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"AWSSDK.SQS","NoSourceLink","Missing","[]","awssdk.sqs","2023-03-17T20:54:02.323Z","68972663","awssdk.sqs","[""awsdotnet""]","awssdk.sqs","awssdk.sqs/3.7.100.94","AWSSDK.SQS","3.7.100.94","2023-03-17T20:56:45.2572078Z","Available","NonDeterministic","false","awssdk.sqs","awssdk.sqs/3.7.100.94","AWSSDK.SQS","3.7.100.94","2023-03-17T20:56:45.2572078Z","2023-03-17T20:54:02.323Z","Available","lib\netstandard2.0\AWSSDK.SQS.dll",".dll","false","false","true","{}","Portable"
"SSH.NET","NoSymbols","Missing","[]","ssh.net","2022-05-29T14:50:06.13Z","68851184","ssh.net","[""drieseng"",""olegkap"",""SSH.NET""]","ssh.net","ssh.net/2020.0.2","SSH.NET","2020.0.2","2022-05-29T15:16:04.8020189Z","Available","NonDeterministic","false","ssh.net","ssh.net/2020.0.2","SSH.NET","2020.0.2","2022-05-29T15:16:04.8020189Z","2022-05-29T14:50:06.13Z","Available","lib\sl5\Renci.SshNet.dll",".dll","false","false","false","{}","Portable"
"protobuf-net","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""protobuf-net"",""Repo"":""protobuf-net"",""Ref"":""d356b833f62115b5f2848dfbd6c622b768b747df""},""FileCount"":72,""Example"":""https://raw.githubusercontent.com/protobuf-net/protobuf-net/d356b833f62115b5f2848dfbd6c622b768b747df/src/protobuf-net/Compiler/CompilerContext.cs""}]","protobuf-net","2023-03-17T12:52:55.663Z","68812527","protobuf-net","[""marc.gravell""]","protobuf-net","protobuf-net/3.2.16","protobuf-net","3.2.16","2023-03-17T12:55:15.4850673Z","Available","Valid","false","protobuf-net","protobuf-net/3.2.16","protobuf-net","3.2.16","2023-03-17T12:55:15.4850673Z","2023-03-17T12:52:55.663Z","Available","lib\net6.0\protobuf-net.dll",".dll","true","true","true","{""compiler-version"":""4.5.0-3.23070.7+5964d1a8e82d7a6e27b3b31bc1d6e44d0a2127b4"",""language"":""C#"",""optimization"":""release-debug-plus"",""runtime-version"":""7.0.3+0a2bda10e81d901396c3cff95533529e3a93ad47"",""language-version"":""10.0"",""define"":""TRACE,PLAT_NO_EMITDLL,PLAT_SKIP_LOCALS_INIT,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""version"":""2"",""source-file-count"":""75"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""unsafe"":""True""}","Embedded"
"EPPlus","NoSymbols","Missing","[]","epplus","2023-02-24T11:38:14.72Z","68168116","epplus","[""EPPlusSoftware"",""jankallman"",""swmal""]","epplus","epplus/6.1.3","EPPlus","6.1.3","2023-02-24T11:41:02.1997069Z","Available","NonDeterministic","false","epplus","epplus/6.1.3","EPPlus","6.1.3","2023-02-24T11:41:02.1997069Z","2023-02-24T11:38:14.72Z","Available","lib\net7.0\EPPlus.dll",".dll","false","false","false","{}","Portable"
"MailKit","NoSourceLink","Missing","[]","mailkit","2023-03-04T20:31:10.787Z","67301733","mailkit","[""jstedfast""]","mailkit","mailkit/3.6.0","MailKit","3.6.0","2023-03-04T20:33:19.0514378Z","Available","NonDeterministic","false","mailkit","mailkit/3.6.0","MailKit","3.6.0","2023-03-04T20:33:19.0514378Z","2023-03-04T20:31:10.787Z","Available","lib\net48\MailKit.dll",".dll","false","false","true","{}","Full"
"Grpc.Net.Client","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""grpc"",""Repo"":""grpc-dotnet"",""Ref"":""42008008599fd671c1175bdaddf165fbac23d357""},""FileCount"":104,""Example"":""https://raw.githubusercontent.com/grpc/grpc-dotnet/42008008599fd671c1175bdaddf165fbac23d357/src/Grpc.Net.Client/Balancer/BalancerAddress.cs""}]","grpc.net.client","2023-03-15T09:56:30.76Z","66579085","grpc.net.client","[""grpc-packages""]","grpc.net.client","grpc.net.client/2.52.0","Grpc.Net.Client","2.52.0","2023-03-15T09:59:21.3318238Z","Available","Valid","true","grpc.net.client","grpc.net.client/2.52.0","Grpc.Net.Client","2.52.0","2023-03-15T09:59:21.3318238Z","2023-03-15T09:56:30.76Z","Available","lib\net5.0\Grpc.Net.Client.dll",".dll","true","true","true","{""compiler-version"":""4.5.0-3.23070.7+5964d1a8e82d7a6e27b3b31bc1d6e44d0a2127b4"",""language"":""C#"",""runtime-version"":""7.0.3+0a2bda10e81d901396c3cff95533529e3a93ad47"",""language-version"":""11.0"",""define"":""SUPPORT_LOAD_BALANCING,TRACE,RELEASE,NET,NET5_0,NETCOREAPP,NET5_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""version"":""2"",""source-file-count"":""107"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Portable"
"Nito.Disposables","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""StephenCleary"",""Repo"":""Disposables"",""Ref"":""c948a497dfab2816f219f6e44975a31980efecdd""},""FileCount"":29,""Example"":""https://raw.githubusercontent.com/StephenCleary/Disposables/c948a497dfab2816f219f6e44975a31980efecdd/src/Nito.Disposables/AnonymousAsyncDisposable.cs""}]","nito.disposables","2023-03-03T23:57:53.39Z","66105464","nito.disposables","[""stephencleary""]","nito.disposables","nito.disposables/2.4.0","Nito.Disposables","2.4.0","2023-03-04T00:00:11.0719798Z","Available","Valid","false","nito.disposables","nito.disposables/2.4.0","Nito.Disposables","2.4.0","2023-03-04T00:00:11.0719798Z","2023-03-03T23:57:53.39Z","Available","lib\netstandard2.1\Nito.Disposables.dll",".dll","true","true","true","{""compiler-version"":""4.5.0-3.23070.7+5964d1a8e82d7a6e27b3b31bc1d6e44d0a2127b4"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""7.0.3+0a2bda10e81d901396c3cff95533529e3a93ad47"",""language-version"":""11.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_1,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER,NETSTANDARD2_1_OR_GREATER"",""version"":""2"",""source-file-count"":""31"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Portable"
"Serilog.Sinks.RollingFile","NoSymbols","Missing","[]","serilog.sinks.rollingfile","2017-07-06T00:20:34.79Z","63535802","serilog.sinks.rollingfile","[""serilog""]","serilog.sinks.rollingfile","serilog.sinks.rollingfile/3.3.1-dev-00771","Serilog.Sinks.RollingFile","3.3.1-dev-00771","2020-09-28T06:49:51.3929418Z","Available","NonDeterministic","false","serilog.sinks.rollingfile","serilog.sinks.rollingfile/3.3.1-dev-00771","Serilog.Sinks.RollingFile","3.3.1-dev-00771","2020-09-28T06:49:51.3929418Z","2017-07-06T00:20:34.79Z","Available","lib\netstandard1.3\Serilog.Sinks.RollingFile.dll",".dll","false","false","false","{}","Portable"
"Microsoft.AspNetCore.Mvc.Versioning.ApiExplorer","Valid","Present","[{""Repo"":{""Type"":""GitHub"",""Owner"":""microsoft"",""Repo"":""aspnet-api-versioning"",""Ref"":""435a17ec5001690e531a1715bc736233a2a938db""},""FileCount"":15,""Example"":""https://raw.githubusercontent.com/microsoft/aspnet-api-versioning/435a17ec5001690e531a1715bc736233a2a938db/src/Shared/StringExtensions.cs""}]","microsoft.aspnetcore.mvc.versioning.apiexplorer","2021-02-09T03:33:02.177Z","62987790","microsoft.aspnetcore.mvc.versioning.apiexplorer","[""API-Versioning-Team"",""dotnetfoundation""]","microsoft.aspnetcore.mvc.versioning.apiexplorer","microsoft.aspnetcore.mvc.versioning.apiexplorer/5.0.0","Microsoft.AspNetCore.Mvc.Versioning.ApiExplorer","5.0.0","2021-02-09T03:35:36.1766412Z","Available","Valid","true","microsoft.aspnetcore.mvc.versioning.apiexplorer","microsoft.aspnetcore.mvc.versioning.apiexplorer/5.0.0","Microsoft.AspNetCore.Mvc.Versioning.ApiExplorer","5.0.0","2021-02-09T03:35:36.1766412Z","2021-02-09T03:33:02.177Z","Available","lib\netcoreapp3.1\Microsoft.AspNetCore.Mvc.Versioning.ApiExplorer.dll",".dll","true","true","true","{""compiler-version"":""3.8.0-5.20604.10+9ed4b774d20940880de8df1ca8b07508aa01c8cd"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""5.0.2+cb5f173b9696d9d00a544b953d95190ab3b56df2"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETCOREAPP,NETCOREAPP3_1"",""nullable"":""Enable""}","Portable"
"Google.Api.Gax","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""googleapis"",""Repo"":""gax-dotnet"",""Ref"":""abdff10f2f4d045d8c6ad7107dad63163caac9f8""},""FileCount"":43,""Example"":""https://raw.githubusercontent.com/googleapis/gax-dotnet/abdff10f2f4d045d8c6ad7107dad63163caac9f8/Google.Api.Gax/ApiTransports.cs""}]","google.api.gax","2023-01-30T11:54:45.88Z","62778658","google.api.gax","[""google-apis-packages""]","google.api.gax","google.api.gax/4.3.1","Google.Api.Gax","4.3.1","2023-01-30T11:57:21.7873411Z","Available","Valid","false","google.api.gax","google.api.gax/4.3.1","Google.Api.Gax","4.3.1","2023-01-30T11:57:21.7873411Z","2023-01-30T11:54:45.88Z","Available","lib\netstandard2.1\Google.Api.Gax.dll",".dll","true","true","true","{""compiler-version"":""4.3.1-3.22526.13+41a5af9d2c459a06c0795bf21a1c046200f375bf"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""6.0.13+1af80ba017f6f7644305e1781d8cc9845a92b5f8"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_1,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER,NETSTANDARD2_1_OR_GREATER"",""version"":""2"",""source-file-count"":""45"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"Unity","Valid","Present","[{""Repo"":{""Type"":""GitHub"",""Owner"":""unitycontainer"",""Repo"":""abstractions"",""Ref"":""096276e2cb53389ebcbe7ec08940b2757b97bf2f""},""FileCount"":69,""Example"":""https://raw.githubusercontent.com/unitycontainer/abstractions/096276e2cb53389ebcbe7ec08940b2757b97bf2f/src/Extensions/Reflection/IntrospectionExtensions.cs""}]","unity","2021-01-29T21:44:58.32Z","61404000","unity","[""eniks"",""esadovoi"",""unitycontainer""]","unity","unity/5.11.10","Unity","5.11.10","2022-03-22T01:08:26.6579327Z","Available","NonDeterministic","false","unity","unity/5.11.10","Unity","5.11.10","2022-03-22T01:08:26.6579327Z","2021-01-29T21:44:58.32Z","Available","lib\netcoreapp2.0\Unity.Abstractions.dll",".dll","true","true","true","{""compiler-version"":""3.8.0-5.20604.10+9ed4b774d20940880de8df1ca8b07508aa01c8cd"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""4.8.3928.0"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETCOREAPP,NETCOREAPP2_0""}","Portable"
"MySqlConnector","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""mysql-net"",""Repo"":""MySqlConnector"",""Ref"":""a9bddb651475bee20fa12cdb428e45c4b89b0f30""},""FileCount"":151,""Example"":""https://raw.githubusercontent.com/mysql-net/MySqlConnector/a9bddb651475bee20fa12cdb428e45c4b89b0f30/src/MySqlConnector/Authentication/AuthenticationPlugins.cs""}]","mysqlconnector","2023-01-02T00:16:46.747Z","60526751","mysqlconnector","[""bgrainger"",""MySqlConnector""]","mysqlconnector","mysqlconnector/2.3.0-beta.1","MySqlConnector","2.3.0-beta.1","2023-01-02T00:19:51.6413378Z","Available","Valid","false","mysqlconnector","mysqlconnector/2.3.0-beta.1","MySqlConnector","2.3.0-beta.1","2023-01-02T00:19:51.6413378Z","2023-01-02T00:16:46.747Z","Available","lib\net6.0\MySqlConnector.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.4.0-6.22565.8+53091686b435746d62a5df56abfab0e71203d83a"",""language"":""C#"",""source-file-count"":""155"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.1+97203d38ba734d76d39984c5206f2747f792fa89"",""language-version"":""preview"",""define"":""TRACE,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""nullable"":""Enable"",""unsafe"":""True""}","Embedded"
