"Id","SourceLinkResult","CompilerFlagsResult","SourceUrlRepoInfo","LowerId","Created","TotalDownloads","LowerId1","Owners","LowerId2","Identity","Id1","Version","CatalogCommitTimestamp","ResultType","DeterministicResult","IsSignedByAuthor","LowerId3","Identity1","Id2","Version1","CatalogCommitTimestamp1","Created1","ResultType1","Path","Extension","HasCompilerFlags","HasSourceLink","HasDebugInfo","CompilerFlags","PdbType"
"MongoDB.Bson","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""mongodb"",""Repo"":""mongo-csharp-driver"",""Ref"":""3db6a367ebbbabb164e24c0e74eb061b49c9e855""},""FileCount"":336,""Example"":""https://raw.githubusercontent.com/mongodb/mongo-csharp-driver/3db6a367ebbbabb164e24c0e74eb061b49c9e855/src/MongoDB.Bson/BsonConstants.cs""}]","mongodb.bson","2023-01-27T20:20:01.487Z","145320410","mongodb.bson","[""MongoDB""]","mongodb.bson","mongodb.bson/2.19.0","MongoDB.Bson","2.19.0","2023-01-27T20:23:00.766679Z","Available","HasUntrackedSources","false","mongodb.bson","mongodb.bson/2.19.0","MongoDB.Bson","2.19.0","2023-01-27T20:23:00.766679Z","2023-01-27T20:20:01.487Z","Available","lib\net472\MongoDB.Bson.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.4.0-6.22580.4+d7a61210a88b584ca0827585ec6e871c6b1c5a14"",""language"":""C#"",""source-file-count"":""336"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.2+d037e070ebe5c83838443f869d5800752b0fcb13"",""language-version"":""10.0"",""define"":""TRACE,TRACE,RELEASE,NETFRAMEWORK,NET472,NET20_OR_GREATER,NET30_OR_GREATER,NET35_OR_GREATER,NET40_OR_GREATER,NET45_OR_GREATER,NET451_OR_GREATER,NET452_OR_GREATER,NET46_OR_GREATER,NET461_OR_GREATER,NET462_OR_GREATER,NET47_OR_GREATER,NET471_OR_GREATER,NET472_OR_GREATER""}","Portable"
"Grpc.Core.Api","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""grpc"",""Repo"":""grpc-dotnet"",""Ref"":""42008008599fd671c1175bdaddf165fbac23d357""},""FileCount"":52,""Example"":""https://raw.githubusercontent.com/grpc/grpc-dotnet/42008008599fd671c1175bdaddf165fbac23d357/src/Grpc.Core.Api/AsyncAuthInterceptor.cs""}]","grpc.core.api","2023-03-15T09:56:24.833Z","142306717","grpc.core.api","[""grpc-packages""]","grpc.core.api","grpc.core.api/2.52.0","Grpc.Core.Api","2.52.0","2023-03-15T09:58:53.3772338Z","Available","Valid","true","grpc.core.api","grpc.core.api/2.52.0","Grpc.Core.Api","2.52.0","2023-03-15T09:58:53.3772338Z","2023-03-15T09:56:24.833Z","Available","lib\netstandard1.5\Grpc.Core.Api.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.5.0-3.23070.7+5964d1a8e82d7a6e27b3b31bc1d6e44d0a2127b4"",""language"":""C#"",""source-file-count"":""54"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.3+0a2bda10e81d901396c3cff95533529e3a93ad47"",""language-version"":""11.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD1_5,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER"",""nullable"":""Enable"",""unsafe"":""True""}","Portable"
"SQLitePCLRaw.core","NoSymbols","Missing","[]","sqlitepclraw.core","2023-01-10T20:24:36.01Z","137895949","sqlitepclraw.core","[""ericsink"",""SQLitePCLRaw""]","sqlitepclraw.core","sqlitepclraw.core/2.1.4","SQLitePCLRaw.core","2.1.4","2023-01-10T20:27:00.498599Z","Available","NonDeterministic","false","sqlitepclraw.core","sqlitepclraw.core/2.1.4","SQLitePCLRaw.core","2.1.4","2023-01-10T20:27:00.498599Z","2023-01-10T20:24:36.01Z","Available","lib\netstandard2.0\SQLitePCLRaw.core.dll",".dll","false","false","false","{}","Portable"
"CsvHelper","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""JoshClose"",""Repo"":""CsvHelper"",""Ref"":""7634db3aff3481ebded76e1226584aaffa9b25a0""},""FileCount"":188,""Example"":""https://raw.githubusercontent.com/JoshClose/CsvHelper/7634db3aff3481ebded76e1226584aaffa9b25a0/src/CsvHelper/ArrayHelper.cs""}]","csvhelper","2022-11-11T19:50:51.517Z","136173915","csvhelper","[""joshclose""]","csvhelper","csvhelper/30.0.1","CsvHelper","30.0.1","2022-11-11T19:53:01.8071391Z","Available","Valid","false","csvhelper","csvhelper/30.0.1","CsvHelper","30.0.1","2022-11-11T19:53:01.8071391Z","2022-11-11T19:50:51.517Z","Available","lib\netstandard2.0\CsvHelper.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.3.0-3.22465.2+7d8de40e2bfe5bd2546ca49177166741af4c8e07"",""language"":""C#"",""source-file-count"":""190"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""6.0.11+943474ca16db7c65ba6cff4a89c3ebd219dde3e5"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER""}","Portable"
"JetBrains.Annotations","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""JetBrains"",""Repo"":""JetBrains.Annotations"",""Ref"":""6173275b5541f6b844439b2f7f9ddd2ea87f34ca""},""FileCount"":1,""Example"":""https://raw.githubusercontent.com/JetBrains/JetBrains.Annotations/6173275b5541f6b844439b2f7f9ddd2ea87f34ca/src/Annotations.cs""}]","jetbrains.annotations","2023-03-08T22:08:33.76Z","135090141","jetbrains.annotations","[""ControlFlow"",""jetbrains""]","jetbrains.annotations","jetbrains.annotations/2023.2.0-eap1","JetBrains.Annotations","2023.2.0-eap1","2023-03-08T22:11:09.2470778Z","Available","Valid","false","jetbrains.annotations","jetbrains.annotations/2023.2.0-eap1","JetBrains.Annotations","2023.2.0-eap1","2023-03-08T22:11:09.2470778Z","2023-03-08T22:08:33.76Z","Available","lib\net20\JetBrains.Annotations.dll",".dll","true","true","true","{""compiler-version"":""4.6.0-1.23107.10+50bd09a9eefdf9bc3653dbf6d9624b31a023c7c0"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""4.8.9139.0"",""language-version"":""11.0"",""define"":""JETBRAINS_ANNOTATIONS,RELEASE,NETFRAMEWORK,NET20,NET20_OR_GREATER"",""version"":""2"",""source-file-count"":""2"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"MongoDB.Driver.Core","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""mongodb"",""Repo"":""mongo-csharp-driver"",""Ref"":""3db6a367ebbbabb164e24c0e74eb061b49c9e855""},""FileCount"":551,""Example"":""https://raw.githubusercontent.com/mongodb/mongo-csharp-driver/3db6a367ebbbabb164e24c0e74eb061b49c9e855/src/MongoDB.Driver.Core/BatchTransformingAsyncCursor.cs""}]","mongodb.driver.core","2023-01-27T20:20:03.98Z","135061720","mongodb.driver.core","[""MongoDB""]","mongodb.driver.core","mongodb.driver.core/2.19.0","MongoDB.Driver.Core","2.19.0","2023-01-27T20:23:00.766679Z","Available","HasUntrackedSources","false","mongodb.driver.core","mongodb.driver.core/2.19.0","MongoDB.Driver.Core","2.19.0","2023-01-27T20:23:00.766679Z","2023-01-27T20:20:03.98Z","Available","lib\netstandard2.1\MongoDB.Driver.Core.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.4.0-6.22580.4+d7a61210a88b584ca0827585ec6e871c6b1c5a14"",""language"":""C#"",""source-file-count"":""551"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.2+d037e070ebe5c83838443f869d5800752b0fcb13"",""language-version"":""10.0"",""define"":""TRACE,TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_1,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER,NETSTANDARD2_1_OR_GREATER""}","Portable"
"System.Interactive.Async","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""dotnet"",""Repo"":""reactive"",""Ref"":""8d8c10ceb7cc0bdb1e49b362efe5826e577dfeff""},""FileCount"":39,""Example"":""https://raw.githubusercontent.com/dotnet/reactive/8d8c10ceb7cc0bdb1e49b362efe5826e577dfeff/Ix.NET/Source/System.Interactive.Async/EmptyArray.cs""}]","system.interactive.async","2022-02-01T16:15:46.073Z","134596020","system.interactive.async","[""dotnetfoundation"",""rxteam""]","system.interactive.async","system.interactive.async/6.0.1","System.Interactive.Async","6.0.1","2022-02-01T16:18:26.4202721Z","Available","Valid","true","system.interactive.async","system.interactive.async/6.0.1","System.Interactive.Async","6.0.1","2022-02-01T16:18:26.4202721Z","2022-02-01T16:15:46.073Z","Available","lib\netstandard2.0\System.Interactive.Async.dll",".dll","true","true","true","{""compiler-version"":""4.0.1-1.21569.2+52021b4b3a9dcfd7b955102adb2901524a62a371"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""6.0.1+3a25a7f1cc446b60678ed25c9d829420d6321eba"",""language-version"":""preview"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""version"":""2"",""source-file-count"":""42"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Embedded"
"Elasticsearch.Net","NoSourceLink","Valid","[]","elasticsearch.net","2022-10-19T13:45:11.38Z","131615458","elasticsearch.net","[""elastic"",""elasticsearch"",""forloop"",""Mpdreamz"",""stevejgordon""]","elasticsearch.net","elasticsearch.net/7.17.5","Elasticsearch.Net","7.17.5","2022-10-19T13:47:36.1825668Z","Available","NonDeterministic","false","elasticsearch.net","elasticsearch.net/7.17.5","Elasticsearch.Net","7.17.5","2022-10-19T13:47:36.1825668Z","2022-10-19T13:45:11.38Z","Available","lib\netstandard2.0\Elasticsearch.Net.dll",".dll","true","false","true","{""version"":""2"",""compiler-version"":""3.11.0-4.22157.17+55ad582d016a849c2badcbee7fdba4346c4eb41b"",""language"":""C#"",""source-file-count"":""257"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release-debug-plus"",""platform"":""AnyCpu"",""runtime-version"":""5.0.17+6a984143635bde23e728abaaccbde52f5ea8fa3e"",""language-version"":""9.0"",""define"":""DOTNETCORE,TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""unsafe"":""True"",""checked"":""True""}","Portable"
"MongoDB.Driver","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""mongodb"",""Repo"":""mongo-csharp-driver"",""Ref"":""3db6a367ebbbabb164e24c0e74eb061b49c9e855""},""FileCount"":851,""Example"":""https://raw.githubusercontent.com/mongodb/mongo-csharp-driver/3db6a367ebbbabb164e24c0e74eb061b49c9e855/src/MongoDB.Driver/AggregateBucketAutoGranularity.cs""}]","mongodb.driver","2023-01-27T20:20:06.863Z","127929465","mongodb.driver","[""MongoDB""]","mongodb.driver","mongodb.driver/2.19.0","MongoDB.Driver","2.19.0","2023-01-27T20:22:29.3106032Z","Available","HasUntrackedSources","false","mongodb.driver","mongodb.driver/2.19.0","MongoDB.Driver","2.19.0","2023-01-27T20:22:29.3106032Z","2023-01-27T20:20:06.863Z","Available","lib\netstandard2.1\MongoDB.Driver.dll",".dll","true","true","true","{""compiler-version"":""4.4.0-6.22580.4+d7a61210a88b584ca0827585ec6e871c6b1c5a14"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""7.0.2+d037e070ebe5c83838443f869d5800752b0fcb13"",""language-version"":""10.0"",""define"":""TRACE,TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_1,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER,NETSTANDARD2_1_OR_GREATER"",""version"":""2"",""source-file-count"":""851"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"Google.Apis.Core","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""google"",""Repo"":""google-api-dotnet-client"",""Ref"":""6c415c73788b848711e47c6dd33c2f93c76faf97""},""FileCount"":57,""Example"":""https://raw.githubusercontent.com/google/google-api-dotnet-client/6c415c73788b848711e47c6dd33c2f93c76faf97/Src/Support/Google.Apis.Core/ApplicationContext.cs""}]","google.apis.core","2023-02-20T11:52:04.847Z","125692239","google.apis.core","[""google-apis-packages""]","google.apis.core","google.apis.core/1.60.0","Google.Apis.Core","1.60.0","2023-02-20T11:55:00.0499738Z","Available","NonDeterministic","false","google.apis.core","google.apis.core/1.60.0","Google.Apis.Core","1.60.0","2023-02-20T11:55:00.0499738Z","2023-02-20T11:52:04.847Z","Available","lib\netstandard1.3\Google.Apis.Core.dll",".dll","true","true","true","{""compiler-version"":""4.3.1-3.22526.13+41a5af9d2c459a06c0795bf21a1c046200f375bf"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""6.0.13+1af80ba017f6f7644305e1781d8cc9845a92b5f8"",""language-version"":""7.3"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD1_3,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER"",""version"":""2"",""source-file-count"":""57"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"Google.Apis","NoSymbols","Missing","[]","google.apis","2023-02-20T11:51:58.38Z","123863000","google.apis","[""google-apis-packages""]","google.apis","google.apis/1.60.0","Google.Apis","1.60.0","2023-02-20T11:54:09.8157561Z","Available","NonDeterministic","false","google.apis","google.apis/1.60.0","Google.Apis","1.60.0","2023-02-20T11:54:09.8157561Z","2023-02-20T11:51:58.38Z","Available","lib\net45\Google.Apis.PlatformServices.dll",".dll","false","false","false","{}","Portable"
"Google.Apis.Auth","NoSymbols","Missing","[{""Repo"":{""Type"":""GitHub"",""Owner"":""google"",""Repo"":""google-api-dotnet-client"",""Ref"":""6c415c73788b848711e47c6dd33c2f93c76faf97""},""FileCount"":80,""Example"":""https://raw.githubusercontent.com/google/google-api-dotnet-client/6c415c73788b848711e47c6dd33c2f93c76faf97/Src/Support/Google.Apis.Auth/AssemblyInfo.cs""}]","google.apis.auth","2023-02-20T11:51:59.763Z","122454593","google.apis.auth","[""google-apis-packages""]","google.apis.auth","google.apis.auth/1.60.0","Google.Apis.Auth","1.60.0","2023-02-20T11:54:09.8157561Z","Available","NonDeterministic","false","google.apis.auth","google.apis.auth/1.60.0","Google.Apis.Auth","1.60.0","2023-02-20T11:54:09.8157561Z","2023-02-20T11:51:59.763Z","Available","lib\netstandard2.0\Google.Apis.Auth.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.3.1-3.22526.13+41a5af9d2c459a06c0795bf21a1c046200f375bf"",""language"":""C#"",""source-file-count"":""80"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""6.0.13+1af80ba017f6f7644305e1781d8cc9845a92b5f8"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER""}","Portable"
"DnsClient","NoSymbols","Missing","[]","dnsclient","2022-10-23T14:02:18.387Z","115818247","dnsclient","[""MichaConrad""]","dnsclient","dnsclient/1.7.0","DnsClient","1.7.0","2022-10-23T14:04:52.7923121Z","Available","NonDeterministic","false","dnsclient","dnsclient/1.7.0","DnsClient","1.7.0","2022-10-23T14:04:52.7923121Z","2022-10-23T14:02:18.387Z","Available","lib\netstandard2.0\DnsClient.dll",".dll","false","false","false","{}","Portable"
"Remotion.Linq","NoSymbols","Missing","[]","remotion.linq","2018-02-06T21:25:57.63Z","114335376","remotion.linq","[""RUBICON""]","remotion.linq","remotion.linq/2.2.0","Remotion.Linq","2.2.0","2018-10-15T02:23:54.6868071Z","Available","NonDeterministic","false","remotion.linq","remotion.linq/2.2.0","Remotion.Linq","2.2.0","2018-10-15T02:23:54.6868071Z","2018-02-06T21:25:57.63Z","Available","lib\portable-net45+win+wpa81+wp80\Remotion.Linq.dll",".dll","false","false","false","{}","Portable"
"MediatR","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""jbogard"",""Repo"":""MediatR"",""Ref"":""cbb16f9829b48ab6a4ceaffd7b0e67df2315406f""},""FileCount"":32,""Example"":""https://raw.githubusercontent.com/jbogard/MediatR/cbb16f9829b48ab6a4ceaffd7b0e67df2315406f/src/MediatR/IMediator.cs""}]","mediatr","2023-02-23T21:51:41.473Z","109640620","mediatr","[""jbogard""]","mediatr","mediatr/12.0.1","MediatR","12.0.1","2023-02-23T21:54:21.8331038Z","Available","Valid","false","mediatr","mediatr/12.0.1","MediatR","12.0.1","2023-02-23T21:54:21.8331038Z","2023-02-23T21:51:41.473Z","Available","lib\netstandard2.0\MediatR.dll",".dll","true","true","true","{""compiler-version"":""4.3.1-3.22526.13+41a5af9d2c459a06c0795bf21a1c046200f375bf"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""6.0.14+2a90daa2cc41ae8f11a2c1519cb8b235f609251a"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""version"":""2"",""source-file-count"":""35"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Portable"
"System.Reactive","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""dotnet"",""Repo"":""reactive"",""Ref"":""88001b1c761f259f6ddd4e389c04ec461432d0fb""},""FileCount"":335,""Example"":""https://raw.githubusercontent.com/dotnet/reactive/88001b1c761f259f6ddd4e389c04ec461432d0fb/Rx.NET/Source/src/System.Reactive/AnonymousObservable.cs""}]","system.reactive","2023-03-10T13:02:16.057Z","108866339","system.reactive","[""dotnetfoundation"",""rxteam""]","system.reactive","system.reactive/6.0.0-preview.1","System.Reactive","6.0.0-preview.1","2023-03-10T13:04:43.0802911Z","Available","Valid","true","system.reactive","system.reactive/6.0.0-preview.1","System.Reactive","6.0.0-preview.1","2023-03-10T13:04:43.0802911Z","2023-03-10T13:02:16.057Z","Available","lib\uap10.0.18362\System.Reactive.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.5.0-6.23123.11+271ccd71554f7d28d2f90551aafd0bdeb5d327aa"",""language"":""C#"",""source-file-count"":""338"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""4.8.9139.0"",""language-version"":""11.0"",""define"":""TRACE,WINDOWS_UWP,HAS_WINRT,WINDOWS,HAS_OS_XAML,LEGACY_WINRT,NO_NULLABLE_ATTRIBUTES,RELEASE,NETCORE,UAP10_0_18362,UAP10_0_18362_0"",""nullable"":""Enable""}","Embedded"
"SharpZipLib","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""icsharpcode"",""Repo"":""SharpZipLib"",""Ref"":""33f64eb0f28cdd2b084cb822fcc224c7c5aba553""},""FileCount"":79,""Example"":""https://raw.githubusercontent.com/icsharpcode/SharpZipLib/33f64eb0f28cdd2b084cb822fcc224c7c5aba553/src/ICSharpCode.SharpZipLib/AssemblyInfo.cs""}]","sharpziplib","2023-01-30T06:42:27.793Z","108287868","sharpziplib","[""SharpDevelop""]","sharpziplib","sharpziplib/1.4.2","SharpZipLib","1.4.2","2023-01-30T06:45:20.3010268Z","Available","Valid","false","sharpziplib","sharpziplib/1.4.2","SharpZipLib","1.4.2","2023-01-30T06:45:20.3010268Z","2023-01-30T06:42:27.793Z","Available","lib\net6.0\ICSharpCode.SharpZipLib.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.3.1-3.22526.13+41a5af9d2c459a06c0795bf21a1c046200f375bf"",""language"":""C#"",""source-file-count"":""81"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""6.0.13+1af80ba017f6f7644305e1781d8cc9845a92b5f8"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER""}","Portable"
"HtmlAgilityPack","NoSourceLink","Missing","[]","htmlagilitypack","2022-09-14T13:23:31.6Z","106709579","htmlagilitypack","[""zzzprojects""]","htmlagilitypack","htmlagilitypack/1.11.46","HtmlAgilityPack","1.11.46","2022-09-14T13:30:33.9425494Z","Available","NonDeterministic","false","htmlagilitypack","htmlagilitypack/1.11.46","HtmlAgilityPack","1.11.46","2022-09-14T13:30:33.9425494Z","2022-09-14T13:23:31.6Z","Available","lib\portable-net45+netcore45+wp8+MonoAndroid+MonoTouch\HtmlAgilityPack.dll",".dll","false","false","true","{}","Full"
"Polly.Extensions.Http","NoSymbols","Missing","[]","polly.extensions.http","2019-04-01T14:19:47.89Z","104244183","polly.extensions.http","[""dylanreisenberger"",""joelhulen"",""Polly""]","polly.extensions.http","polly.extensions.http/3.0.0","Polly.Extensions.Http","3.0.0","2019-04-01T14:24:02.098614Z","Available","NonDeterministic","false","polly.extensions.http","polly.extensions.http/3.0.0","Polly.Extensions.Http","3.0.0","2019-04-01T14:24:02.098614Z","2019-04-01T14:19:47.89Z","Available","lib\netstandard1.1\Polly.Extensions.Http.dll",".dll","false","false","false","{}","Portable"
"Microsoft.AspNetCore.Mvc.Versioning","Valid","Present","[{""Repo"":{""Type"":""GitHub"",""Owner"":""microsoft"",""Repo"":""aspnet-api-versioning"",""Ref"":""435a17ec5001690e531a1715bc736233a2a938db""},""FileCount"":135,""Example"":""https://raw.githubusercontent.com/microsoft/aspnet-api-versioning/435a17ec5001690e531a1715bc736233a2a938db/src/Shared/StringExtensions.cs""}]","microsoft.aspnetcore.mvc.versioning","2021-02-09T03:32:59.827Z","103942856","microsoft.aspnetcore.mvc.versioning","[""API-Versioning-Team"",""dotnetfoundation""]","microsoft.aspnetcore.mvc.versioning","microsoft.aspnetcore.mvc.versioning/5.0.0","Microsoft.AspNetCore.Mvc.Versioning","5.0.0","2021-02-09T03:34:46.8632639Z","Available","Valid","true","microsoft.aspnetcore.mvc.versioning","microsoft.aspnetcore.mvc.versioning/5.0.0","Microsoft.AspNetCore.Mvc.Versioning","5.0.0","2021-02-09T03:34:46.8632639Z","2021-02-09T03:32:59.827Z","Available","lib\net5.0\Microsoft.AspNetCore.Mvc.Versioning.dll",".dll","true","true","true","{""compiler-version"":""3.8.0-5.20604.10+9ed4b774d20940880de8df1ca8b07508aa01c8cd"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""5.0.2+cb5f173b9696d9d00a544b953d95190ab3b56df2"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NET,NET5_0,NETCOREAPP"",""nullable"":""Enable""}","Portable"
"Antlr","NoSourceLink","Missing","[]","antlr","2013-09-12T18:22:34.217Z","102078129","antlr","[""howard"",""sharwell""]","antlr","antlr/3.5.0.2","Antlr","3.5.0.2","2018-10-15T04:09:17.7767883Z","Available","NonDeterministic","false","antlr","antlr/3.5.0.2","Antlr","3.5.0.2","2018-10-15T04:09:17.7767883Z","2013-09-12T18:22:34.217Z","Available","lib\Antlr3.Runtime.dll",".dll","false","false","true","{}","Full"
